,Unnamed: 0,Name,Brand,Rating,BestSeller,AmazonChoice,Comments,Price,Stars
1605,1605,Fight and Flight (Magic 2.0 Book 4),0,38 ratings,0,0,0,0.0,4.8 out of 5
1609,1609,Pippi Longstocking,Visit the CiyvoLyeen Store,"45,111 ratings",0,0,0,20.99,4.7 out of 5
1611,1611,The Darkwater Bride: An Audible Original Drama,Visit the MyGift Store,3 ratings,0,0,0,19.99,4.5 out of 5
1613,1613,"Stronger Together: How Fame, Failure and Faith Transformed Our Lives",Visit the Gooidea Store,853 ratings,0,0,0,19.99,4 out of 5
1616,1616,Listen to Love,Visit the Sooyee Store,14 ratings,0,0,5 answered questions,0.0,4.5 out of 5
1617,1617,"Secret of the Red Arrow: Hardy Boys Adventures, Book 1",0,14 ratings,0,0,0,0.0,4.8 out of 5
1618,1618,Secret of the Red Arrow (1) (Hardy Boys Adventures),0,238 ratings,0,0,0,0.0,4.8 out of 5
1619,1619,Secret of the Red Arrow (The Hardy Boys Adventures Book 1),Brand: ZALALAA,238 ratings,0,0,0,11.99,3 out of 5
1620,1620,"Tell Me You're Mine: The British Billionaires, Book 1",Visit the EarthWise Store,238 ratings,0,0,5 answered questions,39.99,4.8 out of 5
1621,1621,Tell Me You're Mine: The British Billionaires,Visit the Bryco Goods Store,"3,868 ratings",0,0,12 answered questions,15.97,4.7 out of 5
1622,1622,Tell Me You're Mine: The British Billionaires,Visit the Precision Quilting Tools Store,"3,868 ratings",0,0,0,12.99,3.8 out of 5
1624,1624,I'm From the Sun (The Gustafer Yellowgold Story),0,"3,629 ratings",0,0,0,0.0,4.7 out of 5
1625,1625,"Secret of the Red Arrow: Hardy Boys Adventures, Book 1",0,6 ratings,0,0,0,0.0,4.7 out of 5
1626,1626,Secret of the Red Arrow (1) (Hardy Boys Adventures),Brand: BIHRTC,"74,174 ratings",0,0,0,6.99,4.6 out of 5
1628,1628,I'm from the Sun: The Gustafer Yellowgold Story,Brand: Feltcolor,"74,174 ratings",0,0,0,22.99,5 out of 5
1629,1629,I'm From the Sun (The Gustafer Yellowgold Story),0,"1,612 ratings",0,0,0,0.0,4.1 out of 5
1630,1630,True West,Visit the Koltose by Mash Store,"1,612 ratings",0,0,0,23.45,4.7 out of 5
1631,1631,True West,Brand: OwnMy,"1,612 ratings",0,0,0,40.99,4.6 out of 5
1632,1632,"A Murder of Manatees: The Further Adventures of Tom Stranger, Interdimensional Insurance Agent",Brand: Tuanse,17 ratings,0,0,0,28.99,0
1633,1633,Lucky Suit,Brand: Sterilite,17 ratings,0,0,0,23.0,4.8 out of 5
1634,1634,Lucky Suit (The Guys Who Got Away Book 6),Visit the EarthWise Store,15 ratings,0,0,0,39.99,4.7 out of 5
1635,1635,Lucky Suit (The Guys Who Got Away),Visit the Baker Ross Store,15 ratings,0,0,0,9.95,4.3 out of 5
1636,1636,Fairy Tale,Brand: noonimum,11 ratings,0,0,0,18.99,4.3 out of 5
1639,1639,Junk,Visit the Toylogy Store,578 ratings,0,0,0,14.99,4.6 out of 5
1642,1642,"20,000 Leagues under the Sea",Brand: noonimum,"1,161 ratings",0,0,0,18.99,4.3 out of 5
1643,1643,"20,000 Leagues Under the Sea",Visit the itechpanda Store,"1,161 ratings",0,0,0,14.99,3.7 out of 5
1645,1645,"Level Six (Killday, 2)",Visit the mDesign Store,284 ratings,0,0,0,7.49,4.4 out of 5
1646,1646,Esther Perel's Where Should We Begin?: The Arc of Love,Brand: FoRapid,284 ratings,0,0,0,7.99,1 out of 5
1648,1648,Code Talker: The First and Only Memoir By One of the Original Navajo Code Talkers of WWII,0,6 ratings,1,0,0,0.0,4.9 out of 5
1649,1649,Code Talker: The First and Only Memoir By One of the Original Navajo Code Talkers of WWII,0,6 ratings,0,0,0,0.0,4.9 out of 5
1652,1652,House of Teeth,Visit the mDesign Store,"24,732 ratings",0,0,0,22.49,4.4 out of 5
1654,1654,Priceless [Dramatized Adaptation],Brand: Generic,12 ratings,0,0,0,17.99,0
1655,1655,Sleeping Beauty: An Audible Original Drama,Brand: Baker Ross,1 rating,0,0,0,5.81,4.4 out of 5
1657,1657,The Power of Self-Compassion,0,14 ratings,0,0,0,0.0,4.2 out of 5
1658,1658,The Fellowship of the Ring: Book One in The Lord of the Rings Trilogy,Brand: Baker Ross,66 ratings,0,0,0,3.43,3 out of 5
1659,1659,The Fellowship Of The Ring: Being the First Part of The Lord of the Rings,Visit the ArtBin Store,66 ratings,0,0,51 answered questions,22.98,4.6 out of 5
1660,1660,"The Fellowship Of The Ring: Being the First Part of The Lord of the Rings (The Lord of the Rings, 1)",Visit the Baker Ross Store,66 ratings,0,0,0,6.85,4.2 out of 5
1661,1661,FREE: Professional Integrity (A Riyria Chronicles Tale),Brand: AMOPRO,2 ratings,0,0,0,35.99,4.9 out of 5
1664,1664,Interview with the Robot,Visit the Southsun Store,"74,174 ratings",0,0,8 answered questions,11.99,4.5 out of 5
1665,1665,The Easy and Original Hypnotic Gastric Band: International Best-Selling Hypnosis Audio,Brand: RLECS,"74,174 ratings",0,0,0,9.99,4.4 out of 5
1666,1666,Learn French with Innovative Language's Proven Language System - Level 5: Advanced French #2,Brand: SaktopDeco,"74,174 ratings",0,0,0,8.98,0
1667,1667,"Camp Cacophony: The Mystwick School of Musicraft, Book 0.5",Visit the Pinwheel Crafts Store,7 ratings,0,1,0,24.95,4.3 out of 5
1668,1668,Camp Cacophony (The Mystwick School of Musicraft),Visit the Art with smile Store,5 ratings,0,0,6 answered questions,29.9,4.7 out of 5
1670,1670,"Polaroid Guy in a Snapchat World, A",Visit the Vaomts Store,450 ratings,0,0,0,16.99,0
1672,1672,The Dispatcher,0,"4,644 ratings",0,0,0,0.0,4.6 out of 5
1673,1673,Cold Turkey: How to Quit Drinking by Not Drinking,0,"4,644 ratings",0,0,0,0.0,4.6 out of 5
1674,1674,Cold Turkey: How to Quit Drinking By Not Drinking,0,4 ratings,0,0,0,0.0,4.7 out of 5
1675,1675,George Carlin Reads to You: An Audio Collection Including Grammy Winners 'Braindroppings' and 'Napalm & Silly Putty',0,4 ratings,0,0,0,0.0,4.7 out of 5
1676,1676,"Living the Lakota Way: Learning from the Land, the Spirits, and Our Ancestors",0,9 ratings,0,0,0,0.0,4.5 out of 5
1677,1677,"Living the Lakota Way: Learning from the Land, the Spirits, and Our Ancestors",0,9 ratings,0,0,0,0.0,4.5 out of 5
1678,1678,The Tribes: A Novel,0,9 ratings,0,0,0,0.0,4.5 out of 5
1679,1679,The Tribes: A Novel,0,9 ratings,0,0,0,0.0,3.9 out of 5
1680,1680,You Do You: Proud to Be Fabulous,0,"6,369 ratings",0,0,0,0.0,3.9 out of 5
1681,1681,The Singularity Trap,0,"6,369 ratings",0,0,0,0.0,4.6 out of 5
1682,1682,The Singularity Trap,0,"6,369 ratings",0,0,0,0.0,4.6 out of 5
1683,1683,The Singularity Trap,0,136 ratings,0,0,0,0.0,4.6 out of 5
1684,1684,Riley Mack and the Other Known Troublemakers,0,136 ratings,0,0,0,0.0,4.9 out of 5
1685,1685,Riley Mack and the Other Known Troublemakers,0,136 ratings,0,0,0,0.0,4.6 out of 5
1686,1686,"Priceless [Dramatized Adaptation]: Rylee Adamson, Book 1",0,136 ratings,0,0,0,0.0,4.6 out of 5
1687,1687,Priceless [Dramatized Adaptation],0,136 ratings,0,0,0,0.0,4.6 out of 5
1688,1688,Emma: An Audible Original Drama,0,136 ratings,0,0,0,0.0,4.7 out of 5
1689,1689,The Barstool MBA: Why Running a Bar Beats Running to Business School,0,439 ratings,0,0,0,0.0,4.7 out of 5
1690,1690,The Barstool MBA: Why Running a Bar Beats Running to Business School,0,439 ratings,0,0,0,0.0,4.7 out of 5
1691,1691,Can't Hurt Me: Master Your Mind and Defy the Odds,0,439 ratings,0,0,0,0.0,4.6 out of 5
1692,1692,Can't Hurt Me: Master Your Mind and Defy the Odds,0,39 ratings,0,0,0,0.0,4.6 out of 5
1693,1693,Can't Hurt Me: Master Your Mind and Defy the Odds,0,39 ratings,0,0,0,0.0,4.6 out of 5
1694,1694,"Existentially Challenged: The DEDA Files, Book 2",0,127 ratings,0,0,0,0.0,4.6 out of 5
1695,1695,"Existentially Challenged (The DEDA Files, 2)",0,127 ratings,0,0,0,0.0,4.1 out of 5
1696,1696,The Mystery of Alice,0,127 ratings,0,0,0,0.0,4 out of 5
1697,1697,The Mystery of Alice,0,64 ratings,0,0,0,0.0,3.9 out of 5
1698,1698,Behold a Pale Horse,0,64 ratings,0,0,0,0.0,4.4 out of 5
1699,1699,Behold a Pale Horse,0,12 ratings,0,0,0,0.0,4.4 out of 5
1700,1700,Behold a Pale Horse,0,6 ratings,1,0,0,0.0,4.9 out of 5
1701,1701,"Dade County Death Cruise: Orlando People, Book 2",0,569 ratings,0,0,0,0.0,4.9 out of 5
1702,1702,"Dade County Death Cruise (Orlando People, 2)",0,569 ratings,0,0,0,0.0,3.8 out of 5
1703,1703,Learn French with Innovative Language's Proven Language System - Level 5: Advanced French #2,0,569 ratings,0,0,0,0.0,3.8 out of 5
1704,1704,FREE: Professional Integrity (A Riyria Chronicles Tale),0,"1,849 ratings",0,0,0,0.0,4.8 out of 5
1705,1705,Professional Integrity (A Riyria Short Story),0,"1,849 ratings",0,0,0,0.0,4.4 out of 5
1706,1706,Riley Mack and the Other Known Troublemakers,0,"1,849 ratings",0,0,0,0.0,4.4 out of 5
1707,1707,Riley Mack and the Other Known Troublemakers,0,37 ratings,0,0,0,0.0,4.1 out of 5
1708,1708,The Stand,0,37 ratings,0,0,0,0.0,4.1 out of 5
1709,1709,The Stand,0,2 ratings,0,0,0,0.0,4.7 out of 5
1710,1710,The Stand (Movie Tie-in Edition),0,119 ratings,0,0,0,0.0,4.7 out of 5
1711,1711,"Zero In: Nameless: Season Two, Book 6",0,119 ratings,0,0,0,0.0,4.7 out of 5
1712,1712,Zero In (Nameless: Season Two Book 6),0,384 ratings,0,0,0,0.0,3.8 out of 5
1713,1713,"Secret of the Red Arrow: Hardy Boys Adventures, Book 1",0,384 ratings,0,0,0,0.0,3.8 out of 5
1714,1714,Secret of the Red Arrow (1) (Hardy Boys Adventures),0,384 ratings,0,0,0,0.0,4.8 out of 5
1715,1715,Secret of the Red Arrow (The Hardy Boys Adventures Book 1),0,298 ratings,0,0,0,0.0,4.8 out of 5
1716,1716,"Out of Spite, Out of Mind: Magic 2.0, Book 5",0,53 ratings,0,0,0,0.0,4.8 out of 5
1717,1717,"Out of Spite, Out of Mind (Magic 2.0 Book 5)",0,53 ratings,0,0,0,0.0,4.8 out of 5
1718,1718,"Out of Spite, Out of Mind (Magic 2.0)",0,53 ratings,0,0,0,0.0,4.8 out of 5
1719,1719,You Ought to Know Adam Wade,0,1 rating,0,0,0,0.0,4.8 out of 5
1720,1720,You Ought to Know Adam Wade,0,14 ratings,0,0,0,0.0,3.7 out of 5
1721,1721,Why We March: Celebrating 50 Years of Pride,0,14 ratings,0,0,0,0.0,3.7 out of 5
1722,1722,The Tea Shoppe,0,1 rating,0,0,0,0.0,4.5 out of 5
1723,1723,Oz: The Complete Collection: All the Original Oz Books by L. Frank Baum,0,6 ratings,0,0,0,0.0,4.6 out of 5
1724,1724,Oz: The Complete Collection: All the original Oz books by L. Frank Baum,0,"66,028 ratings",0,0,0,0.0,4.6 out of 5
1725,1725,Tinaca Jones,0,"66,028 ratings",0,0,0,0.0,4.7 out of 5
1726,1726,Pont Neuf,0,"66,028 ratings",0,0,0,0.0,4.7 out of 5
1727,1727,Pont Neuf,0,2 ratings,0,0,0,0.0,4.7 out of 5
1728,1728,Pont Neuf,0,265 ratings,0,0,0,0.0,3.9 out of 5
1729,1729,"The Beginning of Everything: The Rising, Book 1",0,"1,849 ratings",0,0,0,0.0,3.9 out of 5
1730,1730,"The Beginning of Everything (The Rising, 1)",0,"1,849 ratings",0,0,0,0.0,3.9 out of 5
1731,1731,"Saving Eden: The Original, Book 3",0,"1,849 ratings",0,0,0,0.0,4.5 out of 5
1732,1732,Saving Eden : A Dystopian Romance Novel (Original Series Book 3),0,165 ratings,0,0,0,0.0,4.5 out of 5
1733,1733,Saving Eden (Original Series),0,165 ratings,1,0,0,0.0,4.5 out of 5
1734,1734,Les Liaisons Dangereuses: Read by the Cast of the Stage Play,0,165 ratings,0,0,0,0.0,4.6 out of 5
1735,1735,Lullaby,0,7 ratings,0,0,0,0.0,4.5 out of 5
1736,1736,Lullaby,0,"1,225 ratings",1,0,0,0.0,4.5 out of 5
1737,1737,48 Laws of Power,0,"1,225 ratings",1,0,0,0.0,4.5 out of 5
1738,1738,The 48 Laws of Power,0,"1,224 ratings",0,0,0,0.0,3.9 out of 5
1739,1739,The 48 Laws of Power,0,338 ratings,0,0,0,0.0,5 out of 5
1740,1740,Power in Poetry: Moods That Move,0,338 ratings,0,0,0,0.0,4.6 out of 5
1741,1741,Power in Poetry: Moods That Move,0,338 ratings,0,0,0,0.0,4.6 out of 5
1742,1742,"Fundamental Spanish: Spanish Language Learning, Book 2",0,400 ratings,0,0,0,0.0,4.6 out of 5
1743,1743,"Fundamental Spanish (Spanish Language Learning, 2)",0,400 ratings,0,0,0,0.0,4.7 out of 5
1744,1744,The Gospel of Thomas: The Gnostic Wisdom of Jesus,0,400 ratings,0,0,0,0.0,4.7 out of 5
1745,1745,The Gospel of Thomas: The Gnostic Wisdom of Jesus,0,352 ratings,0,0,0,0.0,4.7 out of 5
1746,1746,The Gospel of Thomas: The Gnostic Wisdom of Jesus,0,352 ratings,0,0,0,0.0,3.8 out of 5
1747,1747,"Remote Five: Trilobyte, Book 2",0,7 ratings,0,0,0,0.0,4.5 out of 5
1748,1748,"Remote Five (Trilobyte, 2)",0,7 ratings,0,0,0,0.0,4.5 out of 5
1749,1749,The Mystwick School of Musicraft,0,14 ratings,1,0,0,0.0,4.5 out of 5
1750,1750,The Mystwick School Of Musicraft,0,14 ratings,0,0,0,0.0,4.5 out of 5
1751,1751,"The Mystwick School Of Musicraft (The Mystwick School, 1)",0,209 ratings,0,0,0,0.0,4.5 out of 5
1752,1752,"Kaleidoscope: Nameless: Season Two, Book 3",0,15 ratings,0,0,0,0.0,4.5 out of 5
1753,1753,Kaleidoscope (Nameless: Season Two Book 3),0,15 ratings,0,0,0,0.0,4.5 out of 5
1754,1754,"Corkscrew: Nameless: Season Two, Book 5",0,20 ratings,0,0,0,0.0,3.5 out of 5
1755,1755,Corkscrew (Nameless: Season Two Book 5),0,2 ratings,0,0,0,0.0,3.5 out of 5
1756,1756,Jukebox Joyride,0,"2,466 ratings",0,0,0,0.0,3.8 out of 5
1757,1757,Project Hail Mary,0,"13,951 ratings",0,0,0,0.0,3.8 out of 5
1758,1758,Project Hail Mary: A Novel,0,"13,951 ratings",0,0,0,0.0,4.5 out of 5
1759,1759,Project Hail Mary: A Novel,0,"13,951 ratings",0,0,0,0.0,4.5 out of 5
1760,1760,The Killer Across the Table: Unlocking the Secrets of Serial Killers and Predators with the FBI's Original Mindhunter,0,5 ratings,0,0,0,0.0,4.5 out of 5
1761,1761,The Killer Across the Table: Unlocking the Secrets of Serial Killers and Predators with the FBI's Original Mindhunter,0,5 ratings,0,0,0,0.0,4.1 out of 5
1762,1762,The Killer Across the Table: Unlocking the Secrets of Serial Killers and Predators with the FBI's Original Mindhunter,0,"1,305 ratings",0,0,0,0.0,4.1 out of 5
1763,1763,The Flying Flamingo Sisters,0,"1,305 ratings",0,0,0,0.0,4.4 out of 5
1764,1764,The Flying Flamingo Sisters,0,"1,305 ratings",0,0,0,0.0,4.4 out of 5
1765,1765,The Dead Drink First,0,234 ratings,0,0,0,0.0,3.9 out of 5
1766,1766,"Dead Drink First, The",0,"4,822 ratings",0,0,0,0.0,4.8 out of 5
1767,1767,"Black Crow, White Snow",0,"4,372 ratings",0,0,0,0.0,4.8 out of 5
1768,1768,"Black Crow, White Snow",0,10 ratings,0,0,0,0.0,4.8 out of 5
1769,1769,How to Defeat a Demon King in Ten Easy Steps,0,118 ratings,0,0,0,0.0,4.9 out of 5
1770,1770,How to Defeat a Demon King in Ten Easy Steps,0,118 ratings,0,0,0,0.0,4.9 out of 5
1771,1771,How to Defeat a Demon King in Ten Easy Steps,0,118 ratings,0,0,0,0.0,4.8 out of 5
1772,1772,Life Ever After,0,30 ratings,0,0,0,0.0,4.8 out of 5
1773,1773,"The Empty Men: The Stone Man, Book 2",0,6 ratings,0,0,0,0.0,4.8 out of 5
1774,1774,"The Empty Men - The Stone Man, Book Two: A Science Fiction Thriller",0,"1,305 ratings",0,0,0,0.0,3.8 out of 5
1775,1775,"The Empty Men - The Stone Man, Book Two: A Science Fiction Thriller",0,"1,305 ratings",0,0,0,0.0,4.4 out of 5
1776,1776,The Velveteen Rabbit,0,"1,305 ratings",0,0,0,0.0,4.4 out of 5
1777,1777,The Velveteen Rabbit,0,10 ratings,0,0,0,0.0,4.4 out of 5
1778,1778,The Velveteen Rabbit: Illustrated Edition,0,10 ratings,0,0,0,0.0,4 out of 5
1779,1779,"Exit Interview with My Grandmother: On 76th Between Columbus and Amsterdam, a Ninety-Two Year Old Woman Is Reading Sally Rooney",0,42 ratings,0,0,0,0.0,4.5 out of 5
1780,1780,"Exit Interview with My Grandmother: On 76th between Columbus and Amsterdam, a ninety-two year old woman is reading Sally Rooney",0,109 ratings,0,0,0,0.0,4.5 out of 5
1781,1781,Sally Field: Audible Sessions: FREE Exclusive Interview,0,109 ratings,0,0,0,0.0,4.3 out of 5
1782,1782,"The Lightning Thief: Percy Jackson and the Olympians, Book 1",0,109 ratings,0,0,0,0.0,4.3 out of 5
1783,1783,"Percy Jackson and the Olympians, Book One The Lightning Thief (Percy Jackson & the Olympians, 1)",0,115 ratings,0,0,0,0.0,3 out of 5
1784,1784,"Lightning Thief, The (Percy Jackson and the Olympians, Book 1)",0,115 ratings,1,0,0,0.0,0
1785,1785,The Boys: Deeper and Deeper,0,115 ratings,0,0,0,0.0,4 out of 5
1786,1786,The Science of Sci-Fi: From Warp Speed to Interstellar Travel,0,"3,629 ratings",0,0,0,0.0,4.7 out of 5
1787,1787,Laurie Berkner's Song and Story Kitchen: Season 2,0,"3,629 ratings",0,0,0,0.0,4.7 out of 5
1788,1788,Thicker than Water,0,43 ratings,0,0,0,0.0,4.7 out of 5
1789,1789,Thicker than Water,0,"9,188 ratings",0,0,0,0.0,0
1790,1790,Andrea Vernon and the Superhero-Industrial Complex,0,"9,188 ratings",0,0,0,0.0,5 out of 5
1791,1791,Andrea Vernon and the Superhero-Industrial Complex,0,"9,188 ratings",0,0,0,0.0,5 out of 5
1792,1792,Andrea Vernon and the Superhero-Industrial Complex,0,"7,101 ratings",0,0,0,0.0,4.5 out of 5
1793,1793,African-American Athletes Who Made History,0,"7,101 ratings",0,0,0,0.0,4.5 out of 5
1794,1794,"Seaborn: The Seaborn Cycle, Book 1",0,"7,101 ratings",0,0,0,0.0,4.4 out of 5
1795,1795,"Seaborn (The Seaborn Cycle, 1)",0,16 ratings,0,0,0,0.0,4.4 out of 5
1796,1796,Press Pause: A Young Person's Guide to Managing Life's Challenges,0,11 ratings,0,0,0,0.0,0
1797,1797,Press Pause: A Young Person's Guide to Managing Life's Challenges,0,11 ratings,0,0,0,0.0,5 out of 5
1798,1798,Project Hail Mary,0,2 ratings,0,0,0,0.0,4 out of 5
1799,1799,Project Hail Mary: A Novel,0,2 ratings,0,0,0,0.0,4 out of 5
1800,1800,Project Hail Mary: A Novel,0,11 ratings,0,0,0,0.0,4.3 out of 5
1801,1801,"A Farewell to Charms: Mystic Bayou, Book 6",0,11 ratings,0,0,0,0.0,4.3 out of 5
1802,1802,The Diary of a Hounslow Girl: An Audible Original,0,2 ratings,0,0,0,0.0,4.2 out of 5
1803,1803,The Originals: The Loss,0,2 ratings,0,0,0,0.0,0
1804,1804,The Originals: The Loss,0,11 ratings,0,0,0,0.0,4.8 out of 5
1805,1805,"The Originals: The Loss (The Originals, 2)",0,11 ratings,0,0,0,0.0,4.6 out of 5
1806,1806,"Zero In: Nameless: Season Two, Book 6",0,444 ratings,0,0,0,0.0,4.6 out of 5
1807,1807,Zero In (Nameless: Season Two Book 6),0,444 ratings,0,0,0,0.0,4.4 out of 5
1808,1808,A Woman of the World,0,444 ratings,0,0,0,0.0,4.4 out of 5
1809,1809,A Woman of the World,0,6 ratings,0,0,0,0.0,4.7 out of 5
1810,1810,Canada Is Awesome: A Little Book About a Big Country,0,6 ratings,0,0,0,0.0,4.7 out of 5
1811,1811,Canada Is Awesome: A Little Book About A Big Country,0,284 ratings,0,0,0,0.0,4.7 out of 5
1812,1812,The Minuteman,0,284 ratings,1,0,0,0.0,4.7 out of 5
1813,1813,The Minuteman,0,284 ratings,0,0,0,0.0,4.7 out of 5
1814,1814,The Two Towers: Book Two in the Lord of the Rings Trilogy,0,27 ratings,0,0,0,0.0,4.7 out of 5
1815,1815,The Two Towers: Being the Second Part of The Lord of the Rings,0,927 ratings,0,0,0,0.0,4.7 out of 5
1816,1816,"The Two Towers: Being the Second Part of The Lord of the Rings (The Lord of the Rings, 2)",0,927 ratings,0,0,0,0.0,4.7 out of 5
1817,1817,"Saving Eden: The Original, Book 3",0,"1,379 ratings",0,0,0,0.0,4.7 out of 5
1818,1818,Saving Eden : A Dystopian Romance Novel (Original Series Book 3),0,"1,379 ratings",0,0,0,0.0,4.7 out of 5
1819,1819,Saving Eden (Original Series),0,"1,379 ratings",0,0,0,0.0,4.7 out of 5
1820,1820,"Saving Eden: The Original, Book 3",0,"46,659 ratings",0,0,0,0.0,4.7 out of 5
1821,1821,Saving Eden : A Dystopian Romance Novel (Original Series Book 3),0,"46,659 ratings",0,0,0,0.0,5 out of 5
1822,1822,Saving Eden (Original Series),0,"46,659 ratings",0,0,0,0.0,5 out of 5
1823,1823,A Course in Miracles: Original Edition Text,0,168 ratings,0,0,0,0.0,5 out of 5
1824,1824,Course in Miracles: Original Edition Text - Pocket,0,168 ratings,0,0,0,0.0,4.4 out of 5
1825,1825,A Course in Miracles: Original Edition Text - Pocket,0,168 ratings,0,0,0,0.0,4.4 out of 5
1826,1826,Revelation: Connecting with the Sacred in Everyday Life,0,17 ratings,0,0,0,0.0,4.4 out of 5
1827,1827,Revelation: Connecting with the Sacred in Everyday Life,0,17 ratings,0,0,0,0.0,4.4 out of 5
1828,1828,"Temper Me: Romey University, Book 3",0,50 ratings,0,0,0,0.0,4.4 out of 5
1829,1829,Temper Me (Romey University Book 3),0,2 ratings,0,0,0,0.0,4.5 out of 5
1830,1830,Temper Me,0,"83,126 ratings",0,0,0,0.0,4.5 out of 5
1831,1831,Call Me Maybe,0,"83,126 ratings",0,0,0,0.0,4.5 out of 5
1832,1832,Call Me Maybe,0,"83,126 ratings",0,0,0,0.0,4.6 out of 5
1833,1833,The Science of Sci-Fi: From Warp Speed to Interstellar Travel,0,42 ratings,0,0,0,0.0,4.6 out of 5
1834,1834,Interview with Mary Higgins Clark and Carol Higgins Clark,0,"1,785 ratings",0,0,0,0.0,4.6 out of 5
1835,1835,Jukebox Joyride,0,"23,107 ratings",1,0,0,0.0,5 out of 5
1836,1836,If I Only Knew,0,78 ratings,0,0,0,0.0,4.7 out of 5
